go
Launcher pod spec file: .nextflow.pod.yaml
Pod submitted: eo-experiment-r8-n15-e3 .. waiting to start[2KPod started: eo-experiment-r8-n15-e3
N E X T F L O W  ~  version 21.04.0-edge
Launching `/workdir/B5-Workflow-Earth-Observation/EO-01/workflow-dsl2.nf` [eo-experiment-r8-n15-e3] - revision: 95e4f03f65
[ff/8a3d65] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010405_20170205_01_T1)
[7f/8f8975] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20020315_20180312_01_T1)
[3e/4cb734] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910723_20180302_01_T1)
[f8/e0eb87] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19931203_20180210_01_T1)
[ea/8caecd] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990408_20180210_01_T1)
[20/433e1b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880628_20170613_01_T1)
[59/c32bea] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20001112_20170209_01_T1)
[57/72dfde] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880409_20180112_01_T1)
[4f/fa241f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990118_20171215_01_T1)
[24/f5f5ec] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19991017_20180210_01_T1)
[88/ab54a0] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900805_20180620_01_T1)
[df/6dc5f4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20041201_20180309_01_T1)
[16/9c9dc7] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940731_20180720_01_T1)
[07/e5a88a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19881205_20180210_01_T1)
[f6/6e12c3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950208_20180210_01_T1)
[45/be1951] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950123_20180210_01_T1)
[a5/6bab0f] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20060318_20170110_01_T1)
[fd/4ad89e] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20041123_20170117_01_T1)
[2c/165774] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19851026_20171212_01_T1)
[2c/47d4a3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19840516_20170220_01_T1)
[0d/c4c52e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870117_20170215_01_T1)
[e9/d7dfd8] Submitted process > preprocessing:preprocess (LT04_L1TP_183035_19871227_20170210_01_T1)
[84/243d12] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20030513_20170125_01_T1)
[5e/21fe82] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20041107_20170118_01_T1)
[3a/5c7628] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20040608_20180310_01_T1)
[aa/081b51] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20020110_20180312_01_T1)
[38/33676f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940816_20180210_01_T1)
[0f/429fd3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20051102_20180127_01_T1)
[7e/a0c9ed] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20040827_20180310_01_T1)
[30/eb888f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940104_20180613_01_T1)
[45/7726e5] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19850924_20171212_01_T1)
[b2/c0d041] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20011006_20180501_01_T1)
[39/ec94d5] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20021001_20170128_01_T1)
[8f/78bff8] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910707_20170613_01_T1)
[d8/d084bb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970504_20180210_01_T1)
[12/ebd41e] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20060403_20170110_01_T1)
[d2/7ea54a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920709_20180219_01_T1)
[19/9455bd] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20050627_20180126_01_T1)
[51/4d647e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19971112_20170504_01_T1)
[05/eb1bd4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990424_20180710_01_T1)
[2e/1e65d1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980608_20170717_01_T1)
[7c/8f639f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960126_20180210_01_T1)
[f3/8c2739] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880527_20180210_01_T1)
[c5/a64329] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20030326_20170126_01_T1)
[85/503fcf] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060614_20180310_01_T1)
[7b/9c08b2] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920303_20171214_01_T1)
[bd/031a5c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940104_20180210_01_T1)
[ab/d927dc] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20020227_20180830_01_T1)
[40/631e32] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000418_20170212_01_T1)
[03/d72403] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19941222_20180210_01_T1)
[78/c34100] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20020323_20170213_01_T1)
[3e/82a6be] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930930_20180219_01_T1)
[12/1416ab] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20050502_20170114_01_T1)
[f0/1d2b21] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890207_20171208_01_T1)
[b9/5a2b13] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960415_20180210_01_T1)
[35/b36195] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19860725_20170217_01_T1)
[78/71b82e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19921013_20171214_01_T1)
[28/2fb289] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19931016_20170613_01_T1)
[da/9a688e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19951209_20180210_01_T1)
[73/736186] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010608_20170205_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[1c/47c9bc] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930407_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[4d/2714dc] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040515_20170120_01_T1)
[ec/f528fb] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20001214_20170208_01_T1)
[02/b9da9c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19850620_20171212_01_T1)
[cc/8fa7cb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19901125_20171208_01_T1)
[dd/385073] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000629_20171211_01_T1)
[6e/d02082] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060801_20180309_01_T1)
[0c/516ab3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970723_20180210_01_T1)
[81/93d56c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880916_20180210_01_T1)
[9f/3dff8a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930914_20180210_01_T1)
[ed/dd4348] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950702_20180210_01_T1)
[5d/cae9c5] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000917_20171211_01_T1)
[6a/6f7145] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19921029_20171209_01_T1)
[fd/d5a776] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060716_20180310_01_T1)
[67/36f97f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19840430_20171213_01_T1)
[50/64da31] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940512_20180210_01_T1)
[75/3e2bbd] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920506_20180210_01_T1)
[75/454111] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870407_20170213_01_T1)
[74/a2d988] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920404_20170613_01_T1)
[db/98dbaf] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980405_20180210_01_T1)
[75/1e1ee0] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980624_20180704_01_T1)
[f7/2f4b49] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910808_20180302_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[33/404b64] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960517_20180210_01_T1)
[33/997371] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19851010_20171212_01_T1)
[01/4cebd2] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19941120_20180210_01_T1)
[a4/61ecd4] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010912_20170203_01_T1)
[d1/084e37] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20001128_20170209_01_T1)
[3b/2c6f99] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20050619_20170115_01_T1)
[82/8b34d7] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960720_20180210_01_T1)
[02/a9fca8] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000715_20171211_01_T1)
[6c/226028] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060529_20180310_01_T1)
[3e/b10032] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19850908_20171212_01_T1)
[3e/318725] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900618_20180210_01_T1)
[10/dabfb2] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_19991009_20170216_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[2d/276914] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870728_20180210_01_T1)
[6c/920d77] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19941206_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[cf/575e53] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20030206_20170213_01_T1)
[90/3964d3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970317_20180210_01_T1)
[64/a2e0bb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19881103_20170908_01_T1)
[ba/120df9] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20030926_20161203_01_T1)
[a4/08c1e0] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19941104_20180210_01_T1)
[f4/e6fc1e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010920_20170908_01_T1)
[c3/d0ced3] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000605_20170211_01_T1)
[86/3632c6] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010131_20170207_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[8f/316c6a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880324_20170808_01_T1)
[43/a1e941] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970418_20180210_01_T1)
[2b/406259] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20061231_20170106_01_T1)
[2a/27c512] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870712_20170212_01_T1)
[77/6dc59c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19971230_20171214_01_T1)
[07/8d01f9] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19871203_20170504_01_T1)
[a3/1a4896] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040803_20170119_01_T1)
[94/5524ca] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930610_20170613_01_T1)
[f0/d3393c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950312_20180210_01_T1)
[02/ae9f5a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19841007_20171213_01_T1)
[d5/1ed134] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20051025_20170112_01_T1)
[12/8bdcfc] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970808_20180613_01_T1)
[d7/b6b21f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920927_20180301_01_T1)
[c0/cef489] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000504_20170212_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[c1/283b40] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990102_20180728_01_T1)
[c6/2ffc31] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900922_20170908_01_T1)
[c2/6f35b6] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970707_20180210_01_T1)
[8c/a8f16c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980827_20170717_01_T1)
[d6/0c989a] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20020729_20170128_01_T1)
[e2/ffa22e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19860623_20180430_01_T1)
[23/386a59] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20001104_20180909_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[e6/463008] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930509_20180210_01_T1)
[6b/e9826c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990307_20180210_01_T1)
[89/cff340] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010107_20180311_01_T1)
[fc/885a97] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000317_20170213_01_T1)
[2a/eff012] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19981030_20171208_01_T1)
[39/04a083] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970909_20171214_01_T1)
[77/a85145] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20011022_20180501_01_T1)
[c1/b2a3b0] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950616_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[98/148899] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890919_20180210_01_T1)
[12/3db174] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870930_20170211_01_T1)
[a7/9a0dfb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19891122_20180210_01_T1)
[78/6332f4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910504_20180302_01_T1)
[c1/edb498] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990729_20180210_01_T1)
[65/8a22d6] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930813_20180219_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[3c/c8d944] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910301_20180210_01_T1)
[96/5e412b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19971011_20180210_01_T1)
[53/859820] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930202_20180704_01_T1)
[2c/a358d8] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19901008_20180210_01_T1)
[93/60873a] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010421_20170205_01_T1)
[a0/95c428] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920607_20171207_01_T1)
[62/93b787] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980726_20170717_01_T1)
[a1/8ab96d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990611_20180822_01_T1)
[37/4a0636] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890106_20180210_01_T1)
[87/b5474f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980320_20180210_01_T1)
[ec/402397] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20040523_20180310_01_T1)
[ae/914d8a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980507_20180219_01_T1)
[b9/4af3c4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19861013_20181025_01_T1)
[6e/14f550] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990814_20180210_01_T1)
[d6/6ebc39] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980131_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[38/caf1ce] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20011030_20170202_01_T1)
[5b/0fd47d] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20011115_20170213_01_T1)
[d6/8bc24a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19850823_20171212_01_T1)
[8c/2353fc] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000621_20170211_01_T1)
[7d/d99698] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040429_20170121_01_T1)
[8c/2cbe17] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960821_20180210_01_T1)
[18/d56904] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990323_20180210_01_T1)
[4e/88bccd] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000731_20180913_01_T1)
[26/bde79b] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20031004_20170123_01_T1)
[da/3acd49] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950413_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[K8s] API request threw socket exception: Connection reset for GET /api/v1/namespaces/default/pods/nf-2c1657745ab163e5d23ce2fd3ff18023/status 


[K8s] Try API request again, remaining trials: 4
[87/2bc5c1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970621_20180210_01_T1)
[9b/bdf2f1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20050627_20180124_01_T1)
[fa/4f1b04] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19841108_20171213_01_T1)
[7c/51a915] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890530_20180302_01_T1)
[76/6b0b59] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20050611_20180126_01_T1)
[8d/186e97] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990203_20171215_01_T1)
[79/c908c7] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040531_20170120_01_T1)
[6d/042fd9] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870626_20170212_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[e9/7c2e2c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980912_20171215_01_T1)
[91/c9cc8c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010904_20171214_01_T1)
[1e/9d9f06] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920911_20180219_01_T1)
[c0/58e37d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19981115_20180219_01_T1)
[2d/6ab81f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980710_20171214_01_T1)
[23/567b70] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20040507_20180310_01_T1)
[c5/34a551] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20061113_20170106_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 14 Insufficient cpu, 14 Insufficient memory, 9 node(s) didn't match node selector.
[3b/f09876] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890615_20180210_01_T1)
[8e/ca720e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19951107_20180210_01_T1)
[4a/c08a1b] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20051110_20170112_01_T1)
[0f/be3281] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990713_20180210_01_T1)
[a2/b35c39] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010718_20180430_01_T1)
[ab/196a42] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20050219_20180127_01_T1)
[12/4b91db] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20030724_20161205_01_T1)
