go
Launcher pod spec file: .nextflow.pod.yaml
Pod submitted: eo-experiment-r4-n10-e1 .. waiting to start[2KPod started: eo-experiment-r4-n10-e1
N E X T F L O W  ~  version 21.04.0-edge
Launching `/workdir/B5-Workflow-Earth-Observation/EO-01/workflow-dsl2.nf` [eo-experiment-r4-n10-e1] - revision: 95e4f03f65
[5b/ec7801] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20020713_20170129_01_T1)
[21/c3862d] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010405_20170205_01_T1)
[e8/bfcb45] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20020315_20180312_01_T1)
[d7/8615d8] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910723_20180302_01_T1)
[d0/2081cb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19931203_20180210_01_T1)
[d6/4c90f1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990408_20180210_01_T1)
[e6/6c0ef0] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880628_20170613_01_T1)
[ff/1198a3] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20001112_20170209_01_T1)
[6b/78ecfb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880409_20180112_01_T1)
[3c/a63c02] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990118_20171215_01_T1)
[cc/3803d4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19991017_20180210_01_T1)
[be/bd576d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900805_20180620_01_T1)
[8d/025bd3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20041201_20180309_01_T1)
[64/0c79cd] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940731_20180720_01_T1)
[7d/a43777] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19881205_20180210_01_T1)
[51/b42cac] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950208_20180210_01_T1)
[3f/8835c1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950123_20180210_01_T1)
[35/9817ba] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20060318_20170110_01_T1)
[de/9477b6] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20041123_20170117_01_T1)
[ae/69fdb0] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19851026_20171212_01_T1)
[61/963c92] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19840516_20170220_01_T1)
[03/d715e8] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870117_20170215_01_T1)
[ec/c64255] Submitted process > preprocessing:preprocess (LT04_L1TP_183035_19871227_20170210_01_T1)
[15/ce5ee8] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20030513_20170125_01_T1)
[8d/acfbf6] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20041107_20170118_01_T1)
[3e/6620a7] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20040608_20180310_01_T1)
[6c/4a6997] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20020110_20180312_01_T1)
[10/00bbbd] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940816_20180210_01_T1)
[f5/38bd44] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20051102_20180127_01_T1)
[c0/8eedce] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20040827_20180310_01_T1)
[81/46d96b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940104_20180613_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[c1/4b4347] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19850924_20171212_01_T1)
[97/0d3c56] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20011006_20180501_01_T1)
[e0/fb351c] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20021001_20170128_01_T1)
[fe/285ff1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910707_20170613_01_T1)
[9d/e71074] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970504_20180210_01_T1)
[ed/e49aae] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20060403_20170110_01_T1)
[d8/59a2bb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920709_20180219_01_T1)
[54/1f8955] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20050627_20180126_01_T1)
[5f/6f1b4e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19971112_20170504_01_T1)
[35/22e00c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990424_20180710_01_T1)
[39/4a544b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980608_20170717_01_T1)
[8d/5cc933] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960126_20180210_01_T1)
[69/39e944] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880527_20180210_01_T1)
[c7/28612d] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20030326_20170126_01_T1)
[2a/4f09b4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060614_20180310_01_T1)
[33/700712] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920303_20171214_01_T1)
[21/a34131] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940104_20180210_01_T1)
[9c/9d03ca] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20020227_20180830_01_T1)
[b0/8da3b5] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000418_20170212_01_T1)
[b6/58bf42] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19941222_20180210_01_T1)
[55/8926c6] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20020323_20170213_01_T1)
[aa/dd00d7] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930930_20180219_01_T1)
[a2/406575] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20050502_20170114_01_T1)
[07/eb79b3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890207_20171208_01_T1)
[ee/284dd4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960415_20180210_01_T1)
[a4/791e00] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19860725_20170217_01_T1)
[44/580e4d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19921013_20171214_01_T1)
[0a/a1d1cf] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19931016_20170613_01_T1)
[d5/588f0a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19951209_20180210_01_T1)
[85/cbf917] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010608_20170205_01_T1)
[c3/db16b4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930407_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[df/b5a31b] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040515_20170120_01_T1)
[96/7e2ae3] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20001214_20170208_01_T1)
[f3/0331f1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19850620_20171212_01_T1)
[af/9106ec] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19901125_20171208_01_T1)
[0b/2e40a7] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000629_20171211_01_T1)
[d4/6cefba] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060801_20180309_01_T1)
[c8/b77e8c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970723_20180210_01_T1)
[15/4cdd6a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880916_20180210_01_T1)
[2f/0c3216] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930914_20180210_01_T1)
[b2/7e4a2b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950702_20180210_01_T1)
[dc/954e46] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000917_20171211_01_T1)
[83/a25a7f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19921029_20171209_01_T1)
[ac/4565b2] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060716_20180310_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[28/424553] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19840430_20171213_01_T1)
[03/08e8df] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940512_20180210_01_T1)
[3a/09fc20] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920506_20180210_01_T1)
[32/ce2c8d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870407_20170213_01_T1)
[91/7f7ea9] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920404_20170613_01_T1)
[4e/a1755f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980405_20180210_01_T1)
[7d/5d21ff] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980624_20180704_01_T1)
[57/e12329] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910808_20180302_01_T1)
[69/d03f78] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960517_20180210_01_T1)
[68/5a6069] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19851010_20171212_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[fb/765e82] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19941120_20180210_01_T1)
[50/6140ff] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010912_20170203_01_T1)
[e0/bc9aa7] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20001128_20170209_01_T1)
[2d/e8d443] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20050619_20170115_01_T1)
[f6/81f519] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960720_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[52/f57aa2] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000715_20171211_01_T1)
[27/bff33d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060529_20180310_01_T1)
[45/602b32] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19850908_20171212_01_T1)
[97/9e4eb3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900618_20180210_01_T1)
[35/f44868] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_19991009_20170216_01_T1)
[18/a88ba4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870728_20180210_01_T1)
[60/300b03] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19941206_20180210_01_T1)
[8c/15a137] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20030206_20170213_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[43/0419de] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970317_20180210_01_T1)
[02/cf5d8c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19881103_20170908_01_T1)
[a5/f9e025] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20030926_20161203_01_T1)
[6a/f5afb6] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19941104_20180210_01_T1)
[9e/8eb14d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010920_20170908_01_T1)
[62/b294eb] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000605_20170211_01_T1)
[63/8dd7bc] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010131_20170207_01_T1)
[f3/8c7592] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880324_20170808_01_T1)
[e6/5257bb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970418_20180210_01_T1)
[01/42001b] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20061231_20170106_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[4c/ddd621] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870712_20170212_01_T1)
[47/731544] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19971230_20171214_01_T1)
[66/36efb2] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19871203_20170504_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[31/ae9cc8] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040803_20170119_01_T1)
[98/bb340e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930610_20170613_01_T1)
[e7/b63512] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950312_20180210_01_T1)
[ae/04732a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19841007_20171213_01_T1)
[cc/c4b74a] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20051025_20170112_01_T1)
[ab/4143b0] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970808_20180613_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[6b/3e24b6] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920927_20180301_01_T1)
[dd/a1c6e5] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000504_20170212_01_T1)
[93/3cf958] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990102_20180728_01_T1)
[7c/5595a6] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900922_20170908_01_T1)
[f8/40c729] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970707_20180210_01_T1)
[4d/d597af] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980827_20170717_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[93/fdda88] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20020729_20170128_01_T1)
[aa/52b1e9] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19860623_20180430_01_T1)
[4f/4ae23a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20001104_20180909_01_T1)
[83/d83239] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930509_20180210_01_T1)
[7f/228a67] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990307_20180210_01_T1)
[14/0a90f1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010107_20180311_01_T1)
[5b/89b5ea] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000317_20170213_01_T1)
[33/e8bd71] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19981030_20171208_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[07/2f402c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970909_20171214_01_T1)
[4c/053cdc] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20011022_20180501_01_T1)
[d6/4e83d9] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890919_20180210_01_T1)
[f5/4b11f4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950616_20180210_01_T1)
[6b/42af59] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870930_20170211_01_T1)
[5a/5496da] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19891122_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[43/7bdd9e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910504_20180302_01_T1)
[c7/771e25] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990729_20180210_01_T1)
[62/ab81d3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930813_20180219_01_T1)
[8b/6801b4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910301_20180210_01_T1)
[80/4eb972] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19971011_20180210_01_T1)
[66/0e6f32] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930202_20180704_01_T1)
[ea/f8d566] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19901008_20180210_01_T1)
[5c/1c33eb] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010421_20170205_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[58/02294e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920607_20171207_01_T1)
[b6/a5eb5f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980726_20170717_01_T1)
[7b/e0ae9b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990611_20180822_01_T1)
[f8/435f61] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890106_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[4e/83c9e1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980320_20180210_01_T1)
[b2/1c9a5e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20040523_20180310_01_T1)
[09/19fe46] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980507_20180219_01_T1)
[7d/81d022] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19861013_20181025_01_T1)
[fc/80ebba] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990814_20180210_01_T1)
[e0/6464ec] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980131_20180210_01_T1)
[da/23db38] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20011030_20170202_01_T1)
[53/192088] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20011115_20170213_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[5f/260c28] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19850823_20171212_01_T1)
[30/dcd179] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000621_20170211_01_T1)
[f1/f02866] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040429_20170121_01_T1)
[0a/b18780] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960821_20180210_01_T1)
[82/2934cc] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990323_20180210_01_T1)
[2d/7c549d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000731_20180913_01_T1)
[ff/abf770] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20031004_20170123_01_T1)
[5b/619445] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950413_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[f2/63d896] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970621_20180210_01_T1)
[e9/2c37df] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20050627_20180124_01_T1)
[8c/3b235f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19841108_20171213_01_T1)
[98/f0c160] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890530_20180302_01_T1)
[7e/88b974] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20050611_20180126_01_T1)
[27/95aacd] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990203_20171215_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[d1/fe215a] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040531_20170120_01_T1)
[c8/f8cdfb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870626_20170212_01_T1)
[ca/3190f6] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980912_20171215_01_T1)
[82/e5b3dd] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010904_20171214_01_T1)
[84/e12683] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920911_20180219_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[81/94daaf] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19981115_20180219_01_T1)
[69/91f4ac] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980710_20171214_01_T1)
[07/015941] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20040507_20180310_01_T1)
[6f/bbe64b] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20061113_20170106_01_T1)
[a9/787374] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890615_20180210_01_T1)
[90/f6c6b5] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19951107_20180210_01_T1)
[98/b1da86] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20051110_20170112_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[91/2bef12] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990713_20180210_01_T1)
[33/ffabe2] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010718_20180430_01_T1)
[02/583fdf] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20050219_20180127_01_T1)
[81/6f9ff1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20030724_20161205_01_T1)
[b5/bdf116] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040616_20170121_01_T1)
[69/3088e3] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000723_20170210_01_T1)
[73/15fe7d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000206_20180430_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[a3/62c33b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19891021_20180210_01_T1)
[ed/94006c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940731_20180210_01_T1)
[7a/39ae57] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060918_20161118_01_T1)
